word,notAllowHomophoneNum,allowHomophoneNum,isCommonlyUsed
楞头楞脑,0,3,false
冷嘲热讽,2,16,false
冷嘲热骂,2,7,false
冷窗冻壁,2,28,false
冷锅里爆豆,5,10,false
冷灰爆豆,5,10,false
冷酷无情,46,59,false
冷面寒铁,38,38,false
冷暖自知,48,84,false
冷若冰霜,7,10,false
冷水浇背,27,37,false
冷水浇头,40,43,false
冷心冷面,55,63,false
冷血动物,26,46,false
冷言冷语,20,56,false
冷言热语,20,56,false
冷眼静看,15,21,false
冷眼旁观,20,28,false
冷眼相待,8,15,false
冷语冰人,168,176,false
愣头愣脑,0,3,false
梨花带雨,46,82,false
梨眉艾发,42,45,false
梨园弟子,7,22,false
梨园子弟,0,14,false
离本徼末,6,21,false
离本趣末,6,21,false
离本依末,6,21,false
离合悲欢,13,22,false
离魂倩女,12,12,false
离经辨志,19,55,false
离经叛道,56,64,false
离经畔道,56,64,false
离离矗矗,0,13,false
离鸾别凤,52,66,false
离鸾别鹄,4,21,false
离鸾别鹤,25,38,false
离奇古怪,7,9,false
离情别绪,0,15,false
离群索居,20,47,false
离山调虎,36,53,false
离世遁上,41,46,false
离世绝俗,3,10,false
离世异俗,3,10,false
离蔬释躥,0,7,false
离蔬释屩,0,7,false
离题万里,7,39,false
离析分崩,0,0,false
离析涣奔,6,9,false
离弦走板,2,10,false
离乡背井,19,38,false
离乡背土,16,26,false
离乡别井,19,38,false
离乡别土,16,26,false
离心离德,24,26,false
骊黄牝牡,0,10,false
犁牛髐角,3,27,false
犁牛之子,7,22,false
犁生髐角,3,27,false
犁庭扫闾,1,8,false
犁庭扫穴,0,6,false
嫠不恤纬,0,32,false
黎丘丈人,168,176,false
黎庶涂炭,0,14,false
篱牢犬不入,31,39,false
蠡测管窥,3,12,false
蠡酌管窥,3,12,false
礼崩乐坏,3,6,false
礼坏乐崩,0,0,false
礼轻情意重,78,86,false
礼轻人意重,78,86,false
礼让为国,20,23,false
礼尚往来,25,27,false
礼奢宁俭,6,37,false
礼顺人情,46,59,false
礼为情貌,8,14,false
礼无不答,0,5,false
礼先一饭,9,23,false
礼先壹饭,9,23,false
礼贤下士,6,51,false
礼仪之邦,1,7,false
礼义廉耻,3,20,false
李白桃红,16,26,false
李代桃僵,1,10,false
李广不侯,2,6,false
李广难封,9,23,false
李广未封,9,23,false
李郭同船,3,9,false
李郭同舟,2,11,false
李郭仙舟,2,11,false
李下瓜田,4,11,false
里程碑,0,10,true
里丑捧心,199,208,false
里出外进,83,92,false
里勾外连,69,78,false
里谈巷议,7,53,false
里通外国,20,23,false
里外夹攻,19,32,false
里应外合,10,23,false
理不胜辞,14,20,false
理不忘乱,14,16,false
理屈词穷,40,43,false
理所必然,2,4,false
理所不容,3,9,false
理所当然,2,4,true
理冤摘伏,6,43,false
理正词直,34,70,false
理之当然,2,4,false
理直气壮,7,11,true
鲤鱼跳龙门,24,26,false
澧兰沅芷,0,36,false
醴酒不设,2,12,false
力倍功半,50,58,false
力不从心,199,208,true
力不能及,6,56,false
力不能支,10,46,false
力不胜任,13,21,false
力不自胜,4,14,false
力殚财竭,9,30,false
力敌千钧,0,7,false
力敌势均,0,7,false
力竭声嘶,0,11,false
力尽筋疲,1,15,false
力均势敌,8,22,false
力钧势敌,8,22,false
力可拔山,70,84,false
力能扛鼎,23,28,false
力排众议,7,53,false
力屈计穷,40,43,false
力所不及,6,56,false
力所能及,6,56,false
力透纸背,27,37,false
力挽狂澜,0,8,false
力小任重,78,86,false
力学不倦,1,9,false
力学笃行,56,69,false
力有未逮,0,7,false
力争上游,28,46,false
历兵秣马,54,59,false
历兵粟马,54,59,false
历精更始,9,54,false
历精图治,5,41,false
历精为治,5,41,false
历井扪天,176,183,false
历久弥坚,18,49,false
历历可辨,3,11,false
历历可见,73,104,false
历历可考,0,3,false
历历可数,13,37,false
历历落落,24,34,false
历历在耳,34,39,false
历历在目,88,98,true
历日旷久,18,31,false
历世摩钝,1,4,false
历世磨钝,1,4,false
厉兵秣马,54,59,false
厉兵粟马,54,59,false
厉精更始,9,54,false
厉精图治,5,41,false
厉世摩钝,1,4,false
厉行节约,1,9,false
立此存照,6,12,false
立地成佛,10,10,false
立地书厨,0,13,false
立地书橱,0,13,false
立竿见影,3,21,false
立功赎罪,20,24,false
立国安邦,1,7,false
立马万言,118,146,false
立命安身,54,64,false
立木南门,24,26,false
立人达人,168,176,false
立身处世,13,58,false
立身行己,2,52,false
立身扬名,56,63,false
立时三刻,23,36,false
立谈之间,7,38,false
立业安邦,1,7,false
立于不败之地,28,42,false
立锥之地,28,42,false
立足之地,28,42,false
丽句清词,15,21,false
丽句清辞,14,20,false
丽藻春葩,0,4,false
利傍倚刀,16,24,false
利不亏义,19,65,false
利齿伶牙,5,15,false
利齿能牙,5,15,false
利出一孔,6,9,false
利害得失,22,67,false
利害相关,9,17,false
利害攸关,9,17,false
利喙赡辞,14,20,false
利己损人,168,176,false
利缰名锁,0,4,false
利令志惛,0,7,false
利令智昏,18,21,false
利惹名牵,18,33,false
利深祸速,0,7,false
利时及物,26,46,false
利市三倍,4,14,false
利锁名缰,0,9,false
利绾名牵,18,33,false
利析秋毫,13,21,false
利用厚生,48,58,false
利欲熏心,199,208,false
利灾乐祸,32,40,false
励兵秣马,54,59,false
励精更始,9,54,false
励精求治,5,41,false
励精图治,5,41,true
励志竭精,32,51,false
沥胆抽肠,0,13,false
沥胆堕肝,12,19,false
沥胆隳肝,12,19,false
沥胆披肝,12,19,false
沥胆濯肝,12,19,false
沥血叩心,199,208,false
沥血披肝,12,19,false
沥血披心,199,208,false
例行差事,43,88,false
例行公事,43,88,false
例直禁简,13,44,false
俐齿伶牙,5,15,false
栎阳雨金,125,145,false
轹釜待炊,10,15,false
栗栗危惧,0,27,false
砺带河山,70,84,false
砺戈秣马,54,59,false
砺山带河,40,53,false
砺世摩钝,1,4,false
砺世磨钝,1,4,false
砺岳盟河,40,53,false
粒米狼戾,0,32,true
粒米束薪,0,9,false
粝食粗衣,40,86,false
詈夷为跖,2,38,false
连鳌跨鲸,6,25,false
连编累牍,0,14,false
连镳并驾,5,23,false
连镳并轸,0,10,false
连车平斗,38,43,false
连城之璧,2,28,false
连畴接陇,0,6,false
连二并三,188,189,false
连二赶三,188,189,false
连根带梢,0,5,false
连更彻夜,12,19,false
连更晓夜,12,19,false
连更星夜,12,19,false
连昏达曙,0,24,false
连昏接晨,9,18,false
连昬接晨,9,18,false
连阶累任,13,21,false
连街倒巷,1,15,false
连类比事,43,88,false
连类比物,26,46,false
连里竟街,10,31,false
连理分枝,23,59,false
连理之木,14,24,false
连甍接栋,4,11,false
连绵不断,58,60,true
连绵不绝,26,38,false
连绵起伏,6,43,false
连明彻夜,12,19,false
连明达夜,12,19,false
连明连夜,12,19,false
连篇絫牍,0,14,false
连篇絫幅,0,37,false
连篇累册,0,3,false
连篇累牍,0,14,false
连篇累幅,0,37,false
连篇累帧,0,10,false
连篇累帙,0,36,false
连阡累陌,0,15,false
连墙接栋,4,11,false
连衽成帷,4,36,false
连日带夜,12,19,false
连日继夜,12,19,false
连日连夜,12,19,false
连三并四,52,63,false
连三接二,21,26,false
连三接四,52,63,false
连三接五,77,97,false
连三跨五,77,97,false
连山排海,37,41,false
连锁反应,21,39,true
连汤带水,79,81,false
连天烽火,29,37,false
连天匝地,28,42,false
连宵彻曙,0,24,false
连宵达旦,4,20,false
连舆并席,12,43,false
连舆接席,12,43,false
连战皆捷,3,24,false
连章累牍,0,14,false
连枝比翼,1,47,false
连枝并头,40,43,false
连枝带叶,3,10,false
连枝分叶,3,10,false
连枝共冢,1,9,false
连枝同气,43,81,false
连帙累牍,0,14,false
连中三元,9,24,false
连州比县,0,19,false
连州跨郡,0,7,false
连珠合璧,2,28,false
帘窥壁听,8,13,false
怜贫敬老,45,49,false
怜贫惜老,45,49,false
怜贫恤老,45,49,false
怜我怜卿,0,13,false
怜香惜玉,59,95,false
怜新弃旧,17,30,false
怜新厌旧,17,30,false
联袂而至,17,53,false
联篇累牍,0,14,false
联翩而至,17,53,false
廉而不刿,7,20,false
廉洁奉公,33,46,false
廉可寄财,8,15,false
廉明公正,45,56,false
廉泉让水,79,81,false
廉顽立懦,0,3,false
廉远堂高,124,129,false
敛锷韬光,22,23,false
敛骨吹魂,43,46,false
敛后疏前,49,64,false
敛容屏气,43,81,false
敛色屏气,43,81,false
敛声匿迹,0,50,false
敛声屏气,43,81,false
敛声屏息,6,37,false
敛手待毙,0,26,false
敛手屏足,18,22,false
敛影逃形,27,40,false
敛怨求媚,0,7,false
脸红耳赤,16,33,false
脸红耳热,12,13,false
脸红筋暴,14,26,false
脸红筋涨,0,10,false
脸黄肌瘦,5,14,false
脸青鼻肿,0,8,false
脸无人色,10,13,false
练兵秣马,54,59,false
练达老成,46,61,false
炼石补天,176,183,false
恋酒迷花,43,50,false
恋酒贪花,43,50,false
恋恋不舍,19,29,false
恋恋难舍,19,29,false
恋新忘旧,17,30,false
恋栈不去,16,26,false
良辰吉日,132,132,false
良辰美景,5,24,false
良辰媚景,5,24,false
良工苦心,199,208,false
良工巧匠,4,13,false
良工心苦,19,23,false
良弓无改,51,53,false
良贾深藏,17,20,false
良金美玉,59,95,false
良禽择木,14,24,false
良师益友,0,18,false
良师诤友,0,18,false
良时吉日,132,132,false
良时美景,5,24,false
良宵好景,5,24,false
良宵美景,5,24,false
良药苦口,55,58,false
良莠不分,74,82,false
良莠不齐,27,65,false
良莠不一,688,734,false
良莠淆杂,2,4,false
良知良能,19,19,false
梁孟相敬,27,47,false
梁上君子,7,22,false
粮多草广,12,13,false
粮尽援绝,26,38,false
踉踉跄跄,0,7,true
两败俱伤,10,15,false
两般三样,0,11,false
两鬓如霜,7,10,false
两部鼓吹,29,34,false
两次三番,1,15,false
两道三科,2,15,false
两豆塞耳,34,39,false
两耳塞豆,5,10,false
两瞽相扶,16,53,false
两虎相斗,38,43,false
两虎相争,21,32,false
两肩荷口,55,58,false
两脚居间,7,38,false
两脚书橱,0,13,false
两脚野狐,31,48,false
两肋插刀,16,24,false
两两三三,188,189,false
两面二舌,8,18,false
两面三刀,16,24,false
两全其美,11,18,false
两世为人,168,176,false
两手空空,19,22,false
两鼠斗穴,0,6,false
两头白面,55,63,false
两头和番,1,15,false
两头三面,55,63,false
两头三绪,0,15,false
两相情原,10,25,false
两相情愿,0,15,false
两小无猜,1,8,false
两雄不并立,19,51,false
两袖清风,172,186,false
两叶掩目,88,98,false
两意三心,199,208,false
量才而为,35,67,false
量才录用,17,26,false
量才器使,21,66,false
量材录用,17,26,false
量己审分,74,82,false
量金买赋,0,37,false
量力度德,24,26,false
量力而为,35,67,false
量力而行,56,69,false
量能授官,15,23,false
量如江海,37,41,false
量入计出,106,119,false
量入为出,106,119,false
量枘制凿,13,20,false
量时度力,25,57,false
量体裁衣,40,86,false
量小力微,9,41,false
量凿正枘,2,5,false
辽东白豕,6,51,true
辽东豕,6,51,true
疗疮剜肉,12,13,false
聊备一格,12,19,false
聊表寸心,199,208,false
聊复尔尔,2,7,false
聊复尔耳,34,39,false
聊胜一筹,0,10,false
聊胜于无,309,329,false
聊以解嘲,1,6,false
聊以塞责,4,9,false
聊以自慰,0,32,false
聊以自娱,1,37,false
聊以卒岁,17,24,false
寥寥可数,13,37,false
寥寥无几,1,51,true
寥若晨星,25,38,false
撩蜂吃螫,0,45,false
撩蜂剔蝎,0,14,false
撩火加油,20,38,false
撩云拨雨,46,82,false
燎发摧枯,29,33,false
燎如观火,29,37,false
燎若观火,29,37,false
燎原烈火,29,37,false
蓼虫忘辛,0,9,false
了不长进,83,103,false
了不可见,73,104,false
了了可见,73,104,false
了然无闻,23,30,false
了然于胸,20,25,false
了如指掌,2,12,true
了若指掌,2,12,false
了身达命,10,17,false
了身脱命,10,17,false
了无惧色,10,13,false
料敌如神,123,133,false
料敌若神,123,133,false
料敌制胜,4,14,false
料峭春寒,17,33,false
料事如神,123,133,false
列鼎而食,49,94,false
列风淫雨,46,82,false
列功覆过,28,31,false
列土分茅,4,10,false
列土封疆,0,9,false
列祖列宗,1,4,false
劣迹昭著,3,34,false
劣迹昭着,3,10,false
埒才角妙,15,19,false
埒材角妙,15,19,false
烈火辨日,132,132,false
烈火干柴,6,9,false
烈火轰雷,12,19,false
烈火见真金,125,145,false
烈火烹油,20,38,false
烈火真金,125,145,false
烈烈轰轰,6,16,false
烈士暮年，壮心不已,0,46,false
烈士徇名,56,63,false
捩手覆羹,1,7,false
裂冠毁冕，拔本塞源,8,23,false
裂裳裹足,18,22,false
裂裳衣疮,0,5,false
裂石穿云,90,99,false
裂土分茅,4,10,false
裂眦嚼齿,24,41,false
邻女窥墙,6,13,false
邻女詈人,168,176,false
林寒洞肃,1,8,false
林寒涧肃,1,8,false
林籁泉韵,0,9,false
林林总总,3,6,false
林栖谷隐,18,36,false
林下风度,6,20,false
林下风范,1,15,false
林下风气,43,81,false
林下风韵,0,9,false
林下风致,1,37,false
林下高风,172,186,false
林下清风,172,186,false
临别赠言,118,146,false
临别赠语,20,56,false
临财不苟,7,14,false
临池学书,16,40,false
临川羡鱼,69,105,false
临敌卖阵,0,10,false
临敌易将,32,41,false
临风对月,35,43,false
临河羡鱼,69,105,false
临机应变,34,42,false
临渴穿井,19,38,false
临渴掘井,19,38,false
临难不避,41,67,false
临难不惧,0,27,false
临难不恐,3,6,false
临难苟免,1,9,false
临难无慑,0,10,false
临难铸兵,42,50,false
临去秋波,12,25,false
临深履薄,6,19,false
临时抱佛脚,6,30,false
临事而惧,0,27,false
临水登山,70,84,false
临潼斗宝,4,16,false
临危不顾,22,37,false
临危不惧,0,27,false
临危不挠,3,6,false
临危受命,10,17,false
临危授命,10,17,false
临危致命,10,17,false
临文不讳,5,29,false
临崖勒马,54,59,false
临渊羡鱼,69,105,false
临阵磨刀,16,24,false
临阵磨枪,4,11,false
临阵脱逃,0,9,false
淋漓尽致,1,37,true
琳琅触目,88,98,false
琳琅满目,88,98,true
鳞次相比,36,62,false
鳞次栉比,36,62,false
鳞萃比栉,7,43,false
鳞集毛萃,0,6,false
鳞集仰流,54,59,false
麟凤龟龙,124,130,false
麟凤一毛,17,23,false
麟肝凤髓,0,7,false
麟角凤距,1,28,false
麟角凤毛,17,23,false
麟角凤觜,0,4,false
麟角凤嘴,4,8,false
麟角虎翅,0,17,false
麟趾呈祥,2,16,false
麟子凤雏,1,14,false
凛如霜雪,23,29,false
凛若冰霜,7,10,false
凛若秋霜,7,10,false
赁耳佣目,88,98,false
伶仃孤苦,19,23,false
伶俐乖巧,18,30,false
伶牙俐齿,24,41,false
灵丹妙药,3,20,false
灵丹圣药,3,20,false
灵机一动,15,22,true
灵蛇之珠,28,59,false
灵心慧齿,24,41,false
灵心慧性,3,16,false
灵牙利齿,24,41,false
玲珑剔透,0,3,false
玲珑透漏,10,15,false
凌弱暴寡,11,15,false
凌上虐下,31,44,false
凌霄之志,19,55,false
凌云之志,19,55,false
凌杂米盐,2,30,false
陵谷变迁,20,35,false
陵谷沧桑,24,25,false
陵劲淬砺,5,37,false
陵弱暴寡,11,15,false
绫罗绸缎,0,2,false
羚羊挂角,3,27,false
聆音察理,9,41,false
菱角磨作鸡头,40,43,false
零打碎敲,23,35,false
零丁孤苦,19,23,false
零光片羽,3,39,false
零圭断璧,2,28,false
零零星星,25,38,false
零七八碎,10,17,false
零敲碎打,45,50,false
零珠碎玉,59,95,false
领异标新,13,22,false
令不虚行,56,69,false
令人齿冷,18,20,false
令人发指,47,83,false
令人莫测,0,3,false
令人喷饭,9,23,false
令人捧腹,13,50,false
令人起敬,27,46,false
令人切齿,24,41,false
令人神往,2,12,false
令人瞩目,88,98,true
令人注目,88,98,false
令人作呕,3,9,false
令行禁止,8,44,false
令行如流,54,59,false
令原之戚,0,38,false
另辟蹊径,3,22,false
另楚寒巫,2,22,false
另开生面,55,63,false
另谋高就,6,19,false
另起炉灶,0,7,false
另请高明,70,77,false
另眼看待,8,15,false
另眼看戏,1,32,false
另眼相待,8,15,false
另眼相看,15,21,false
另有洞天,176,183,false
溜须拍马,54,59,false
溜之大吉,12,62,false
溜之乎也,0,7,false
刘郎前度,6,20,false
刘毅答诏,0,6,false
流芳百世,13,58,false
流芳后世,13,58,false
流芳千古,14,29,false
流风回雪,23,29,false
流风遗迹,0,50,false
流风余俗,3,10,false
流风余韵,0,9,false
流光瞬息,6,37,false
流光易逝,1,46,false
流汗浃背,27,37,false
流金铄石,15,60,false
流口常谈,26,40,false
流脍人口,55,58,false
流离播迁,20,35,false
流离播越,5,13,false
流离颠顿,15,18,false
流离颠沛,0,3,false
流离颠痜,0,24,false
流离失所,11,15,false
流离琐尾,3,35,false
流离转徙,2,33,false
流连忘反,44,58,false
流连忘返,19,33,false
流落风尘,3,12,false
流落江湖,0,17,false
流落失所,11,15,false
流落他乡,2,16,false
流落天涯,0,10,false
流溺忘反,44,58,false
流年不利,22,54,false
流年似水,79,81,false
流水不腐，户枢不蠹,11,25,false
流水不腐，户枢不蝼,0,5,false
流水朝宗,1,4,false
流水高山,70,84,false
流水落花,43,50,false
流水桃花,43,50,false
流水无情,46,59,false
流水行云,90,99,false
流水游龙,124,130,false
流天澈地,28,42,false
流星掣电,6,15,false
流星飞电,6,15,false
流星赶月,35,43,false
流行坎止,8,44,false
流血漂卤,0,12,false
流血千里,7,39,false
流言飞文,77,84,false
流言飞语,20,56,false
流言蜚语,20,56,false
流言风语,20,56,false
流言混话,10,17,false
流言惑众,66,74,false
流言止于智者,0,7,false
流移失所,11,15,false
留得青山在，不怕没柴烧,2,7,false
留连不舍,19,29,false
留恋不舍,19,29,false
留有余地,28,42,false
柳暗花明,70,77,false
柳暗花明又一村,9,11,false
柳暗花遮,12,19,false
柳宠花迷,26,36,false
柳亸花娇,4,28,false
柳亸莺娇,4,28,false
柳骨颜筋,2,22,false
柳户花门,24,26,false
柳昏花螟,0,7,false
柳娇花媚,0,7,false
柳街花巷,1,6,false
柳绿花红,16,26,false
柳绿桃红,16,26,false
柳眉倒竖,1,25,false
柳眉剔竖,1,25,false
柳眉踢竖,1,25,false
柳眉星眼,27,55,false
柳门竹巷,1,15,false
柳陌花丛,2,4,false
柳陌花街,10,31,false
柳陌花衢,0,10,false
柳暖花春,47,54,false
柳泣花啼,3,21,false
柳衢花市,7,52,false
柳弱花娇,4,28,false
柳圣花神,123,133,false
柳市花街,10,31,false
柳啼花怨,8,23,false
柳下借阴,12,30,false
柳巷花街,10,31,false
柳絮才高,124,129,false
柳烟花雾,13,33,false
柳夭桃艳,3,0,false
柳腰花态,0,5,false
柳腰莲脸,6,15,false
柳莺花燕,50,78,false
柳营花市,7,52,false
柳营花阵,0,10,false
柳影花阴,12,30,false
柳折花残,23,31,false
六臂三头,40,43,false
六朝金粉,15,23,false
六尘不染,10,12,false
六尺之孤,44,59,false
六尺之讬,0,6,false
六出纷飞,65,78,false
六出奇计,62,112,true
六道轮回,29,53,false
六耳不同谋,14,15,false
六根清净,0,19,false
六根清静,6,25,false
六合之内,12,12,false
六街三陌,0,15,false
六街三市,7,52,false
六马仰秣,0,15,false
六亲不认,11,19,false
六亲无靠,1,4,false
六趣轮回,29,53,false
六神不安,79,85,false
六神无主,8,39,false
六韬三略,11,12,false
六通四辟,0,14,false
六通四达,10,15,false
六问三推,31,35,false
六畜不安,79,85,false
六畜兴旺,0,10,false
六月飞霜,7,10,false
龙驰虎骤,4,13,false
龙雏凤种,0,8,false
龙德在田,4,11,false
龙雕凤咀,0,27,false
龙断可登,19,23,false
龙断之登,19,23,false
龙蹲虎踞,1,28,false
龙多乃旱,1,17,false
龙幡虎纛,0,8,false
龙飞凤舞,15,35,false
龙飞凤翔,0,14,false
龙飞凤翥,0,31,false
龙飞虎跳,4,10,false
龙凤呈祥,2,16,false
龙肝豹胎,0,5,false
龙肝凤脑,0,3,false
龙肝凤髓,0,7,false
龙鬼蛇神,123,133,false
龙翰凤雏,1,14,false
龙翰凤翼,1,47,false
龙胡之痛,23,31,false
龙虎风云,90,99,false
龙化虎变,34,42,false
龙荒蛮甸,0,9,false
龙荒朔漠,2,17,false
龙江虎浪,11,18,false
龙精虎猛,4,10,false
龙驹凤雏,1,14,false
龙举云兴,29,42,false
龙举云属,4,28,false
龙楼凤城,5,20,false
龙楼凤池,7,52,false
龙楼凤阁,0,7,false
龙楼凤阙,0,6,false
龙踚虎卧,6,11,false
龙马精神,123,133,false
龙眉豹颈,0,19,false
龙眉凤目,88,98,false
龙门点额,5,20,false
龙鸣狮吼,0,4,false
龙拏虎攫,2,14,false
龙拏虎跳,4,10,false
龙拏虎掷,7,43,false
龙攀凤附,20,57,false
龙盘凤舞,15,35,false
龙盘凤逸,13,59,false
龙盘凤翥,0,31,false
龙盘虎踞,1,28,false
龙盘虎拏,2,4,false
龙蟠凤逸,13,59,false
龙蟠凤翥,0,31,false
龙蟠虎伏,6,43,false
龙蟠虎踞,1,28,false
龙蟠虎绕,1,2,false
龙蟠虬结,7,28,false
龙潜凤采,9,16,false
龙屈蛇伸,3,13,false
龙去鼎湖,0,17,false
龙蛇飞动,15,22,false
龙蛇飞舞,15,35,false
龙蛇混杂,2,4,false
龙伸蠖屈,7,17,false
龙神马壮,7,11,false
龙生九种,0,8,false
龙生九子,7,22,false
龙首豕足,18,22,false
龙潭虎窟,0,4,false
龙潭虎穴,0,6,false
龙韬豹略,11,12,false
龙腾豹变,34,42,false
龙腾凤集,6,56,false
龙腾虎蹴,0,6,false
龙腾虎踞,1,28,false
龙腾虎啸,5,28,false
龙腾虎跃,3,11,false
龙腾虎踯,0,36,false
龙腾虎掷,7,43,false
龙跳虎伏,6,43,false
龙跳虎卧,6,11,false
龙头锯角,3,27,false
龙头蛇尾,3,35,false
龙威虎震,5,15,false
龙威燕颔,0,16,false
龙骧豹变,34,42,false
龙骧凤矫,21,45,false
龙骧虎步,13,21,false
龙骧虎视,41,86,false
龙骧虎啸,5,28,false
龙骧虎踤,0,18,false
龙骧蠖屈,7,17,false
龙骧麟振,12,22,false
龙翔凤舞,15,35,false
龙翔凤跃,3,11,false
龙翔凤翥,0,31,false
龙翔虎跃,3,11,false
龙心凤肝,12,19,false
龙兴凤举,44,71,false
龙兴云属,4,28,false
龙行虎变,34,42,false
龙行虎步,13,21,false
龙血凤髓,0,7,false
龙血玄黄,62,68,false
龙言凤语,20,56,false
龙颜凤姿,0,15,false
龙阳泣鱼,69,105,false
龙吟虎啸,5,28,false
龙游曲沼,0,6,false
龙驭上宾,8,10,false
龙御上宾,8,10,false
龙跃凤鸣,17,24,false
龙跃鸿矫,21,45,false
龙跃虎踞,1,28,false
龙战虎争,21,32,false
龙战玄黄,62,68,false
龙战鱼骇,9,13,false
龙章凤彩,3,10,false
龙章凤函,2,18,false
龙章凤姿,0,15,false
龙章麟角,3,27,false
龙章秀骨,17,32,false
龙蛰蠖屈,7,17,false
龙争虎斗,38,43,false
龙争虎战,10,25,false
龙睁虎眼,27,55,false
龙姿凤采,9,16,false
笼络人心,199,208,false
笼鸟池鱼,69,105,false
笼鸟槛猿,7,22,false
笼中之鸟,25,28,false
聋者之歌,6,13,false
隆刑峻法,13,16,false
陇头音信,18,27,false
楼船箫鼓,25,40,false
楼阁台榭,0,14,false
楼阁亭台,0,5,false
楼台亭阁,0,7,false
蝼蚁贪生,48,58,false
陋巷箪瓢,0,2,false
漏洞百出,106,119,false
漏脯充饥,19,69,false
漏尽更阑,1,9,false
漏尽钟鸣,17,24,false
漏尽锺鸣,17,24,false
漏网之鱼,69,105,false
漏瓮沃焦釜,8,45,false
漏泄春光,22,23,false
漏泄天机,11,61,false
漏洩春光,22,23,false
漏卮难满,33,41,false
镂冰炊砾,0,32,false
镂冰雕琼,10,13,false
镂冰雕朽,15,25,false
镂冰劚雪,23,29,false
镂尘吹影,3,21,false
镂肝鉥肾,0,10,false
镂骨铭肌,0,50,false
镂骨铭心,199,208,false
镂金错采,9,16,false
镂金错彩,3,10,false
镂金铺翠,3,9,false
镂心刻骨,17,32,false
镂心呕血,20,26,false
镂心鉥肝,12,19,false
镂玉裁冰,38,46,false
镂月裁云,90,99,false
镂脂翦楮,0,13,false
露才扬己,2,52,false
露餐风宿,4,11,false
露钞雪纂,0,1,false
露胆披诚,4,19,false
露胆披肝,12,19,false
露红烟绿,20,27,false
露红烟紫,2,17,false
露己扬才,43,50,false
露马脚,6,30,false
露面抛头,40,43,false
露水夫妻,4,42,false
露宿风餐,19,27,false
露往霜来,25,27,false
露尾藏头,40,43,false
露影藏形,27,40,false
露纂雪钞,0,5,false
庐山面目,88,98,false
庐山真面,55,63,false
庐山真面目,88,98,false
炉火纯青,53,66,false
卤莽灭裂,5,10,false
鲁殿灵光,22,23,false
鲁戈挥日,132,132,false
鲁戈回日,132,132,false
鲁斤燕削,8,14,false
鲁连蹈海,37,41,false
鲁灵光殿,0,9,false
鲁莽灭裂,5,10,false
鲁人回日,132,132,false
鲁卫之政,6,17,false
鲁阳挥戈,0,7,false
鲁阳挥日,132,132,false
鲁阳麾戈,0,7,false
鲁阳回日,132,132,false
鲁鱼帝虎,36,53,false
鲁鱼亥豕,6,51,false
鲁鱼陶阴,12,30,false
陆海潘江,28,37,false
陆离斑驳,0,13,false
陆离光怪,7,9,false
陆詟水栗,0,32,false
鹿车共挽,0,10,false
鹿皮苍璧,2,28,false
鹿裘不完,5,15,false
鹿死不择荫,0,18,false
鹿死不择音,4,22,false
鹿死谁手,30,39,false
鹿驯豕暴,14,26,false
鹿走苏台,0,5,false
碌碌寡合,10,23,false
碌碌无能,19,19,false
碌碌无奇,17,55,false
碌碌无为,35,67,false
碌碌无闻,23,30,false
路不拾遗,82,128,false
路断人稀,1,32,false
路见不平,33,39,false
路见不平，拔刀相助,8,39,false
路绝人稀,1,32,false
路柳墙花,43,50,false
路人皆知,48,84,false
路叟之忧,14,32,false
路无拾遗,82,128,false
路遥知马力，日久见人心,199,208,false
路远迢迢,0,6,false
戮力齐心,199,208,false
戮力同心,199,208,false
戮力一心,199,208,false
戮力壹心,199,208,false
鹭朋鸥侣,0,7,false
鹭序鸳行,56,69,false
鹭序鹓行,56,69,false
鹭约鸥盟,0,6,false
驴唇不对马嘴,4,8,false
驴唇马觜,0,15,false
驴唇马嘴,4,8,false
驴鸣狗吠,2,15,false
驴鸣犬吠,2,15,false
驴年马月,35,43,false
驴前马后,25,29,false
驴头不对马嘴,4,8,false
驴心狗肺,1,14,false
闾阎安堵,0,14,false
闾阎扑地,28,42,false
吕安题凤,52,66,false
吕端大事不糊涂,5,15,false
吕武操莽,0,4,false
旅进旅退,9,13,false
屡变星霜,7,10,false
屡次三番,1,15,false
屡见不鲜,9,28,true
屡教不改,51,53,false
屡试不爽,3,6,false
屡试屡验,0,28,false
屡战屡败,18,25,false
履薄临深,76,86,false
履穿踵决,9,21,false
履机乘变,34,42,false
履仁蹈义,19,65,false
履霜坚冰,38,46,false
履霜之戒,2,23,false
履霜知冰,38,46,false
履丝曳缟,0,5,false
履汤蹈火,29,37,false
履舄交错,6,12,false
履险蹈危,16,48,false
履险如夷,0,46,false
履险若夷,0,46,false
履信思顺,37,40,false
履盈蹈满,33,41,false
履足差肩,7,38,false
虑周藻密,4,14,false
率尔操觚,0,15,false
率尔成章,4,14,false
率马以骥,2,52,false
率兽食人,168,176,false
率土归心,199,208,false
率土同庆,1,14,false
率土宅心,199,208,false
率土之滨,0,2,false
率以为常,3,16,false
率由旧则,0,5,false
率由旧章,4,14,false
绿暗红稀,1,32,false
绿鬓红颜,4,32,false
绿鬓朱颜,4,32,false
绿惨红愁,20,30,false
绿惨红销,7,30,false
绿草如茵,0,18,false
绿肥红瘦,5,14,false
绿酒红灯,5,9,false
绿林大盗,10,18,false
绿林豪杰,0,21,false
绿林豪客,0,13,false
绿林豪士,6,51,false
